date,account,category,amount,currency,converted amount,currency,description
14/06/2017,Наличные,Ремонт,-400,UAH,-400,UAH,
15/06/2017,Пумб,Кафе,-66,UAH,-66,UAH,
15/06/2017,Наличные,Стрижка,-70,UAH,-70,UAH,
16/06/2017,Наличные,Кафе,-65,UAH,-65,UAH,
16/06/2017,Наличные,Кафе,-87,UAH,-87,UAH,
16/06/2017,Наличные,Gum,-30,UAH,-30,UAH,
16/06/2017,Наличные,Химия,-47,UAH,-47,UAH,
16/06/2017,Наличные,Еда,-212,UAH,-212,UAH,
16/06/2017,Наличные,Транспорт,-9,UAH,-9,UAH,
16/06/2017,Наличные,Транспорт,-46,UAH,-46,UAH,
16/06/2017,Гривна,To 'Наличные',-500,UAH,-500,UAH,
16/06/2017,Наличные,From 'Гривна',500,UAH,500,UAH,
17/06/2017,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
17/06/2017,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
17/06/2017,Наличные,Ремонт,-1 100,UAH,-1 100,UAH,
17/06/2017,Гривна,Ремонт,-2 000,UAH,-2 000,UAH,
17/06/2017,Наличные,Ремонт,-48,UAH,-48,UAH,
17/06/2017,Гривна,Ремонт,-2 469,UAH,-2 469,UAH,
17/06/2017,Гривна,To 'Наличные',-31,UAH,-31,UAH,
17/06/2017,Наличные,From 'Гривна',31,UAH,31,UAH,
18/06/2017,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
18/06/2017,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
18/06/2017,Наличные,Кафе,-74,UAH,-74,UAH,
18/06/2017,ПриватБанк,Жилье,-1 010,UAH,-1 010,UAH,
19/06/2017,Гривна,To 'ПриватБанк',-7 000,UAH,-7 000,UAH,
19/06/2017,ПриватБанк,From 'Гривна',7 000,UAH,7 000,UAH,
19/06/2017,Наличные,Транспорт,-8,UAH,-8,UAH,
19/06/2017,Наличные,Кафе,-45,UAH,-45,UAH,
19/06/2017,Наличные,Еда,-158,UAH,-158,UAH,
20/06/2017,ПриватБанк,Электроника,-3 665,UAH,-3 665,UAH,
20/06/2017,Наличные,Кафе,-45,UAH,-45,UAH,
20/06/2017,Наличные,Еда,-181,UAH,-181,UAH,
21/06/2017,Гривна,Ремонт,-300,UAH,-300,UAH,
21/06/2017,Наличные,Транспорт,-12,UAH,-12,UAH,
21/06/2017,Наличные,Кафе,-55,UAH,-55,UAH,
22/06/2017,Наличные,Подарки,-100,UAH,-100,UAH,
22/06/2017,Наличные,Кафе,-65,UAH,-65,UAH,
22/06/2017,Наличные,Еда,-193,UAH,-193,UAH,
23/06/2017,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
23/06/2017,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
23/06/2017,ПриватБанк,Связь,-51,UAH,-51,UAH,
23/06/2017,ПриватБанк,Еда,-405,UAH,-405,UAH,
23/06/2017,Гривна,To 'Наличные',-1 500,UAH,-1 500,UAH,
23/06/2017,Наличные,From 'Гривна',1 500,UAH,1 500,UAH,
24/06/2017,Наличные,Booze,-45,UAH,-45,UAH,
24/06/2017,Наличные,Топливо,-740,UAH,-740,UAH,
25/06/2017,Наличные,Кафе,-75,UAH,-75,UAH,
26/06/2017,Гривна,Ремонт,-1 000,UAH,-1 000,UAH,
26/06/2017,Наличные,Транспорт,-12,UAH,-12,UAH,
26/06/2017,Наличные,Кафе,-65,UAH,-65,UAH,
27/06/2017,Наличные,Ремонт,-220,UAH,-220,UAH,
27/06/2017,Наличные,Booze,-22,UAH,-22,UAH,
27/06/2017,Наличные,Кафе,-60,UAH,-60,UAH,
28/06/2017,Наличные,Кафе,-87,UAH,-87,UAH,
28/06/2017,Наличные,Ребенок,-349,UAH,-349,UAH,
28/06/2017,Наличные,Еда,-289,UAH,-289,UAH,
28/06/2017,Наличные,Кафе,-25,UAH,-25,UAH,
28/06/2017,Наличные,Другое,-680,UAH,-680,UAH,
28/06/2017,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
28/06/2017,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
29/06/2017,Наличные,Жилье,-300,UAH,-300,UAH,
29/06/2017,Наличные,Кафе,-43,UAH,-43,UAH,
29/06/2017,Наличные,Кафе,-85,UAH,-85,UAH,
30/06/2017,Пумб,Зарплата,1 338,UAH,1 338,UAH,
30/06/2017,Наличные,Кафе,-80,UAH,-80,UAH,
30/06/2017,Пумб,Кафе,-74,UAH,-74,UAH,
30/06/2017,Пумб,Топливо,-676,UAH,-676,UAH,
30/06/2017,Пумб,Здоровье,-622,UAH,-622,UAH,
30/06/2017,Наличные,Еда,-278,UAH,-278,UAH,
01/07/2017,Наличные,Booze,-114,UAH,-114,UAH,
02/07/2017,ПриватБанк,Связь,-102,UAH,-102,UAH,
02/07/2017,ПриватБанк,Жилье,-56,UAH,-56,UAH,
02/07/2017,Наличные,Кафе,-106,UAH,-106,UAH,
03/07/2017,Наличные,Кафе,-38,UAH,-38,UAH,
03/07/2017,Наличные,Booze,-21,UAH,-21,UAH,
03/07/2017,Наличные,Транспорт,-9,UAH,-9,UAH,
03/07/2017,ПриватБанк,e-buy,-41,UAH,-41,UAH,
04/07/2017,Гривна,To 'Наличные',-500,UAH,-500,UAH,
04/07/2017,Наличные,From 'Гривна',500,UAH,500,UAH,
04/07/2017,Наличные,Подарки,-100,UAH,-100,UAH,
04/07/2017,Наличные,Кафе,-44,UAH,-44,UAH,
04/07/2017,Наличные,Еда,-126,UAH,-126,UAH,
04/07/2017,Наличные,Booze,-57,UAH,-57,UAH,
05/07/2017,Наличные,Транспорт,-9,UAH,-9,UAH,
05/07/2017,Гривна,Бонус,20 000,UAH,20 000,UAH,
05/07/2017,Гривна,Ремонт,-2 000,UAH,-2 000,UAH,
05/07/2017,Наличные,Кафе,-69,UAH,-69,UAH,
06/07/2017,Наличные,Еда,-99,UAH,-99,UAH,
06/07/2017,Наличные,Booze,-22,UAH,-22,UAH,
07/07/2017,Наличные,Транспорт,-9,UAH,-9,UAH,
07/07/2017,Наличные,Другое,-19,UAH,-19,UAH,
07/07/2017,ПриватБанк,Жилье,-140,UAH,-140,UAH,
07/07/2017,Наличные,Кафе,-47,UAH,-47,UAH,
08/07/2017,Наличные,Топливо,-771,UAH,-771,UAH,
08/07/2017,Наличные,Booze,-321,UAH,-321,UAH,
08/07/2017,Наличные,Кафе,-29,UAH,-29,UAH,
08/07/2017,Наличные,Другое,-4,UAH,-4,UAH,
08/07/2017,Гривна,To 'Наличные',-3 000,UAH,-3 000,UAH,
08/07/2017,Наличные,From 'Гривна',3 000,UAH,3 000,UAH,
09/07/2017,Наличные,Еда,-564,UAH,-564,UAH,
10/07/2017,Гривна,Жена,-13 000,UAH,-13 000,UAH,
10/07/2017,Dollar,Зарплата,1 440,USD,41 472,UAH,
10/07/2017,Наличные,Бонус,150,UAH,150,UAH,
10/07/2017,Наличные,Бонус,200,UAH,200,UAH,
10/07/2017,Наличные,Еда,-154,UAH,-154,UAH,
11/07/2017,Наличные,Кафе,-58,UAH,-58,UAH,
11/07/2017,Наличные,Транспорт,-12,UAH,-12,UAH,
11/07/2017,Наличные,Подарки,-150,UAH,-150,UAH,
12/07/2017,Наличные,Транспорт,-12,UAH,-12,UAH,
12/07/2017,Наличные,Кафе,-84,UAH,-84,UAH,
12/07/2017,Наличные,Кафе,-84,UAH,-84,UAH,
13/07/2017,Наличные,Транспорт,-13,UAH,-13,UAH,
13/07/2017,Наличные,Кафе,-83,UAH,-83,UAH,
14/07/2017,Пумб,Зарплата,1 245,UAH,1 245,UAH,
14/07/2017,Наличные,Кафе,-115,UAH,-115,UAH,
15/07/2017,Наличные,Еда,-306,UAH,-306,UAH,
15/07/2017,Наличные,Химия,-236,UAH,-236,UAH,
15/07/2017,Наличные,Ребенок,-581,UAH,-581,UAH,
16/07/2017,Наличные,Топливо,-848,UAH,-848,UAH,
16/07/2017,Наличные,Кафе,-29,UAH,-29,UAH,
16/07/2017,Наличные,Еда,-267,UAH,-267,UAH,
17/07/2017,ПриватБанк,Жилье,-617,UAH,-617,UAH,
17/07/2017,ПриватБанк,Жилье,-56,UAH,-56,UAH,
17/07/2017,Наличные,Еда,-77,UAH,-77,UAH,
17/07/2017,Наличные,Подарки,-50,UAH,-50,UAH,
18/07/2017,Наличные,Кафе,-71,UAH,-71,UAH,
18/07/2017,Наличные,Еда,-91,UAH,-91,UAH,
18/07/2017,Наличные,Booze,-22,UAH,-22,UAH,
18/07/2017,Гривна,Обмен,13 400,UAH,13 400,UAH,
19/07/2017,Наличные,Кафе,-70,UAH,-70,UAH,
19/07/2017,Наличные,Транспорт,-12,UAH,-12,UAH,
20/07/2017,Наличные,Еда,-190,UAH,-190,UAH,
20/07/2017,Dollar,Обмен,-500,USD,-14 400,UAH,
20/07/2017,Наличные,Кафе,-52,UAH,-52,UAH,
20/07/2017,Наличные,Транспорт,-4,UAH,-4,UAH,
20/07/2017,Наличные,Транспорт,-6,UAH,-6,UAH,
20/07/2017,ПриватБанк,Связь,-204,UAH,-204,UAH,
20/07/2017,ПриватБанк,Связь,-102,UAH,-102,UAH,
21/07/2017,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
21/07/2017,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
21/07/2017,Наличные,Booze,-21,UAH,-21,UAH,
22/07/2017,Наличные,Кафе,-22,UAH,-22,UAH,
23/07/2017,Наличные,Ребенок,-220,UAH,-220,UAH,
23/07/2017,Наличные,Ребенок,-548,UAH,-548,UAH,
23/07/2017,Наличные,Машина,-15,UAH,-15,UAH,
23/07/2017,Наличные,Ребенок,-810,UAH,-810,UAH,
23/07/2017,Наличные,Здоровье,-32,UAH,-32,UAH,
23/07/2017,Гривна,To 'Наличные',-4 000,UAH,-4 000,UAH,
23/07/2017,Наличные,From 'Гривна',4 000,UAH,4 000,UAH,
23/07/2017,Гривна,To 'Наличные',-3 000,UAH,-3 000,UAH,
23/07/2017,Наличные,From 'Гривна',3 000,UAH,3 000,UAH,
23/07/2017,Наличные,Другое,-600,UAH,-600,UAH,
24/07/2017,Наличные,Кафе,-94,UAH,-94,UAH,
24/07/2017,Гривна,To 'ПриватБанк',-5 000,UAH,-5 000,UAH,
24/07/2017,ПриватБанк,From 'Гривна',5 000,UAH,5 000,UAH,
24/07/2017,Наличные,To 'ПриватБанк',-1 000,UAH,-1 000,UAH,
24/07/2017,ПриватБанк,From 'Наличные',1 000,UAH,1 000,UAH,
24/07/2017,Наличные,Транспорт,-10,UAH,-10,UAH,
24/07/2017,Наличные,Еда,-103,UAH,-103,UAH,
25/07/2017,ПриватБанк,Жилье,-324,UAH,-324,UAH,
25/07/2017,Гривна,Ребенок,-6 700,UAH,-6 700,UAH,
26/07/2017,Наличные,Кафе,-73,UAH,-73,UAH,
26/07/2017,ПриватБанк,e-buy,-861,UAH,-861,UAH,
26/07/2017,ПриватБанк,Связь,-51,UAH,-51,UAH,
26/07/2017,Наличные,Подарки,-105,UAH,-105,UAH,
27/07/2017,Наличные,Транспорт,-5,UAH,-5,UAH,
27/07/2017,Наличные,Транспорт,-6,UAH,-6,UAH,
27/07/2017,Наличные,Машина,-700,UAH,-700,UAH,
27/07/2017,Наличные,Бонус,100,UAH,100,UAH,
27/07/2017,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
27/07/2017,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
27/07/2017,Наличные,Кафе,-55,UAH,-55,UAH,
27/07/2017,Наличные,Кафе,-380,UAH,-380,UAH,
28/07/2017,Наличные,Подарки,-50,UAH,-50,UAH,
29/07/2017,Наличные,Кафе,-35,UAH,-35,UAH,
29/07/2017,Наличные,Еда,-780,UAH,-780,UAH,
29/07/2017,Гривна,To 'Наличные',-1 800,UAH,-1 800,UAH,
29/07/2017,Наличные,From 'Гривна',1 800,UAH,1 800,UAH,
30/07/2017,Наличные,Бонус,566,UAH,566,UAH,
30/07/2017,Наличные,Топливо,-990,UAH,-990,UAH,
30/07/2017,ПриватБанк,"Кино, театр, музей",-300,UAH,-300,UAH,
30/07/2017,Наличные,Ремонт,-330,UAH,-330,UAH,
30/07/2017,Наличные,Ремонт,-46,UAH,-46,UAH,
30/07/2017,Наличные,Ребенок,-305,UAH,-305,UAH,
30/07/2017,Наличные,Химия,-780,UAH,-780,UAH,
31/07/2017,Наличные,Еда,-140,UAH,-140,UAH,
31/07/2017,Пумб,Зарплата,1 370,UAH,1 370,UAH,
31/07/2017,Наличные,Еда,-162,UAH,-162,UAH,
31/07/2017,Dollar,Бонус,100,USD,2 880,UAH,
31/07/2017,Dollar,Машина,-200,USD,-5 760,UAH,
31/07/2017,Наличные,Кафе,-92,UAH,-92,UAH,
31/07/2017,Наличные,Booze,-28,UAH,-28,UAH,
01/08/2017,Наличные,Кафе,-65,UAH,-65,UAH,
02/08/2017,ПриватБанк,Жилье,-196,UAH,-196,UAH,
02/08/2017,Dollar,Обмен,-800,USD,-20 560,UAH,
02/08/2017,Гривна,Зарплата,20 000,UAH,20 000,UAH,
02/08/2017,Наличные,Зарплата,560,UAH,560,UAH,
02/08/2017,Гривна,Жена,-13 000,UAH,-13 000,UAH,
02/08/2017,Наличные,Еда,-400,UAH,-400,UAH,
02/08/2017,Dollar,To 'Cash',-250,USD,-6 425,UAH,
02/08/2017,Cash,From 'Dollar',250,USD,6 425,UAH,
02/08/2017,Наличные,Кафе,-71,UAH,-71,UAH,
03/08/2017,Наличные,Кафе,-25,UAH,-25,UAH,
03/08/2017,Гривна,To 'Наличные',-4 000,UAH,-4 000,UAH,
03/08/2017,Наличные,From 'Гривна',4 000,UAH,4 000,UAH,
03/08/2017,Наличные,Электроника,-4 500,UAH,-4 500,UAH,
03/08/2017,Наличные,Кафе,-52,UAH,-52,UAH,
04/08/2017,Cash,Зарплата,1 400,USD,35 980,UAH,
04/08/2017,Наличные,Кафе,-78,UAH,-78,UAH,
04/08/2017,ПриватБанк,Еда,-863,UAH,-863,UAH,
06/08/2017,Гривна,Подарки,-1 000,UAH,-1 000,UAH,
06/08/2017,Наличные,Развлечения,-200,UAH,-200,UAH,
06/08/2017,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
06/08/2017,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
06/08/2017,Наличные,Кафе,-75,UAH,-75,UAH,
07/08/2017,Наличные,Кафе,-65,UAH,-65,UAH,
08/08/2017,ПриватБанк,Электроника,-5 178,UAH,-5 178,UAH,
08/08/2017,Наличные,Кафе,-85,UAH,-85,UAH,
09/08/2017,Гривна,To 'ПриватБанк',-6 000,UAH,-6 000,UAH,
09/08/2017,ПриватБанк,From 'Гривна',6 000,UAH,6 000,UAH,
09/08/2017,Наличные,Кафе,-67,UAH,-67,UAH,
10/08/2017,Бонус +,Кафе,-81,UAH,-81,UAH,
10/08/2017,Гривна,To 'Наличные',-800,UAH,-800,UAH,
10/08/2017,Наличные,From 'Гривна',800,UAH,800,UAH,
10/08/2017,Наличные,Еда,-103,UAH,-103,UAH,
10/08/2017,ПриватБанк,Еда,-560,UAH,-560,UAH,
11/08/2017,Наличные,Кафе,-101,UAH,-101,UAH,
11/08/2017,Пумб,Кафе,-86,UAH,-86,UAH,
11/08/2017,Наличные,Транспорт,-10,UAH,-10,UAH,
11/08/2017,Cash,To 'Гривна',-500,USD,-12 800,UAH,
11/08/2017,Гривна,From 'Cash',12 800,UAH,12 800,UAH,
12/08/2017,Пумб,Топливо,-1 100,UAH,-1 100,UAH,
12/08/2017,Гривна,Одежда,-1 660,UAH,-1 660,UAH,
12/08/2017,Гривна,To 'Наличные',-140,UAH,-140,UAH,
12/08/2017,Наличные,From 'Гривна',140,UAH,140,UAH,
12/08/2017,Наличные,Топливо,-5,UAH,-5,UAH,
12/08/2017,Пумб,Бонус,255,UAH,255,UAH,
12/08/2017,Бонус +,Бонус,47,UAH,47,UAH,
12/08/2017,Наличные,Booze,-64,UAH,-64,UAH,
13/08/2017,Пумб,Еда,-1 254,UAH,-1 254,UAH,
14/08/2017,Наличные,Кафе,-20,UAH,-20,UAH,
14/08/2017,ПриватБанк,Жилье,-271,UAH,-271,UAH,
14/08/2017,Cash,To 'Гривна',-300,USD,-7 665,UAH,
14/08/2017,Гривна,From 'Cash',7 665,UAH,7 665,UAH,
14/08/2017,ПриватБанк,Жилье,-338,UAH,-338,UAH,
14/08/2017,ПриватБанк,Жилье,-395,UAH,-395,UAH,
14/08/2017,ПриватБанк,Жилье,-56,UAH,-56,UAH,
14/08/2017,ПриватБанк,Жилье,-207,UAH,-207,UAH,
14/08/2017,Наличные,Кафе,-20,UAH,-20,UAH,
14/08/2017,Гривна,Ребенок,-5 560,UAH,-5 560,UAH,
14/08/2017,Наличные,Еда,-28,UAH,-28,UAH,
14/08/2017,Наличные,Еда,-150,UAH,-150,UAH,
15/08/2017,Пумб,Зарплата,1 308,UAH,1 308,UAH,
15/08/2017,Наличные,Кафе,-80,UAH,-80,UAH,
15/08/2017,Гривна,Ремонт,-5 025,UAH,-5 025,UAH,
15/08/2017,Гривна,To 'Наличные',-80,UAH,-80,UAH,
15/08/2017,Наличные,From 'Гривна',80,UAH,80,UAH,
15/08/2017,Гривна,Бонус,5 000,UAH,5 000,UAH,
15/08/2017,Пумб,Ремонт,-117,UAH,-117,UAH,
15/08/2017,Гривна,Бонус,1 000,UAH,1 000,UAH,
15/08/2017,Наличные,Другое,-49,UAH,-49,UAH,
16/08/2017,ПриватБанк,Жилье,-324,UAH,-324,UAH,
16/08/2017,Наличные,Кафе,-54,UAH,-54,UAH,
17/08/2017,Наличные,Кафе,-85,UAH,-85,UAH,
18/08/2017,Бонус +,Кафе,-78,UAH,-78,UAH,
19/08/2017,Наличные,Подарки,-50,UAH,-50,UAH,
19/08/2017,Наличные,Кафе,-59,UAH,-59,UAH,
19/08/2017,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
19/08/2017,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
19/08/2017,Наличные,Еда,-71,UAH,-71,UAH,
19/08/2017,Наличные,Booze,-198,UAH,-198,UAH,
19/08/2017,Наличные,Другое,-220,UAH,-220,UAH,
21/08/2017,Наличные,Кафе,-90,UAH,-90,UAH,
21/08/2017,Наличные,Еда,-101,UAH,-101,UAH,
22/08/2017,Наличные,Кафе,-70,UAH,-70,UAH,
22/08/2017,Наличные,Еда,-47,UAH,-47,UAH,
22/08/2017,Наличные,Ребенок,-355,UAH,-355,UAH,
22/08/2017,Пумб,Еда,-737,UAH,-737,UAH,
22/08/2017,Пумб,Мебель,-517,UAH,-517,UAH,
23/08/2017,Наличные,Кафе,-77,UAH,-77,UAH,
24/08/2017,Наличные,Еда,-1 006,UAH,-1 006,UAH,
25/08/2017,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
25/08/2017,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
25/08/2017,Наличные,Еда,-19,UAH,-19,UAH,
25/08/2017,Наличные,Еда,-790,UAH,-790,UAH,
25/08/2017,Наличные,Еда,-210,UAH,-210,UAH,
25/08/2017,Наличные,Кафе,-129,UAH,-129,UAH,
26/08/2017,Гривна,To 'Наличные',-2 000,UAH,-2 000,UAH,
26/08/2017,Наличные,From 'Гривна',2 000,UAH,2 000,UAH,
27/08/2017,Наличные,Топливо,-814,UAH,-814,UAH,
28/08/2017,Наличные,Кафе,-60,UAH,-60,UAH,
29/08/2017,Наличные,Кафе,-70,UAH,-70,UAH,
29/08/2017,Cash,To 'Гривна',-1 000,USD,-25 600,UAH,
29/08/2017,Гривна,From 'Cash',25 600,UAH,25 600,UAH,
30/08/2017,Пумб,Зарплата,1 308,UAH,1 308,UAH,
30/08/2017,Наличные,Кафе,-87,UAH,-87,UAH,
31/08/2017,Пумб,Зарплата,1 308,UAH,1 308,UAH,
31/08/2017,Наличные,Кафе,-108,UAH,-108,UAH,
01/09/2017,Гривна,Жена,-13 000,UAH,-13 000,UAH,
02/09/2017,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
02/09/2017,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
02/09/2017,Наличные,Еда,-475,UAH,-475,UAH,
02/09/2017,Наличные,Химия,-64,UAH,-64,UAH,
02/09/2017,Наличные,Ребенок,-355,UAH,-355,UAH,
03/09/2017,Dollar,To 'Cash',-500,USD,-12 800,UAH,
03/09/2017,Cash,From 'Dollar',500,USD,12 800,UAH,
03/09/2017,Гривна,To 'Наличные',-2 347,UAH,-2 347,UAH,
03/09/2017,Наличные,From 'Гривна',2 347,UAH,2 347,UAH,
03/09/2017,Гривна,To 'Наличные',-1 900,UAH,-1 900,UAH,
03/09/2017,Наличные,From 'Гривна',1 900,UAH,1 900,UAH,
03/09/2017,Наличные,Другое,-16,UAH,-16,UAH,
03/09/2017,Наличные,Машина,-120,UAH,-120,UAH,
03/09/2017,Наличные,Жилье,-300,UAH,-300,UAH,
03/09/2017,Наличные,Кафе,-59,UAH,-59,UAH,
03/09/2017,Наличные,Кафе,-30,UAH,-30,UAH,
03/09/2017,Наличные,Другое,-20,UAH,-20,UAH,
04/09/2017,Наличные,Кафе,-80,UAH,-80,UAH,
04/09/2017,Наличные,Кафе,-104,UAH,-104,UAH,
05/09/2017,Наличные,Еда,-66,UAH,-66,UAH,
05/09/2017,Наличные,Кафе,-75,UAH,-75,UAH,
06/09/2017,Наличные,Кафе,-82,UAH,-82,UAH,
06/09/2017,Наличные,Зарплата,150,UAH,150,UAH,
06/09/2017,Dollar,Зарплата,500,USD,13 000,UAH,
06/09/2017,Cash,Зарплата,890,USD,23 140,UAH,
07/09/2017,Наличные,Кафе,-92,UAH,-92,UAH,
07/09/2017,ПриватБанк,Жилье,-210,UAH,-210,UAH,
08/09/2017,Наличные,Еда,-100,UAH,-100,UAH,
08/09/2017,Наличные,Booze,-27,UAH,-27,UAH,
08/09/2017,Наличные,Еда,-125,UAH,-125,UAH,
08/09/2017,Наличные,Кафе,-98,UAH,-98,UAH,
09/09/2017,Гривна,To 'Наличные',-2 000,UAH,-2 000,UAH,
09/09/2017,Наличные,From 'Гривна',2 000,UAH,2 000,UAH,
09/09/2017,Наличные,Еда,-208,UAH,-208,UAH,
09/09/2017,Наличные,Топливо,-1 103,UAH,-1 103,UAH,
09/09/2017,Наличные,Booze,-56,UAH,-56,UAH,
11/09/2017,Наличные,Другое,-46,UAH,-46,UAH,
11/09/2017,Наличные,Другое,-200,UAH,-200,UAH,
11/09/2017,Наличные,Кафе,-64,UAH,-64,UAH,
12/09/2017,Наличные,Кафе,-148,UAH,-148,UAH,
13/09/2017,Гривна,To 'ПриватБанк',-5 000,UAH,-5 000,UAH,
13/09/2017,ПриватБанк,From 'Гривна',5 000,UAH,5 000,UAH,
13/09/2017,Наличные,Другое,-660,UAH,-660,UAH,
13/09/2017,Наличные,Кафе,-75,UAH,-75,UAH,
14/09/2017,Гривна,To 'Наличные',-700,UAH,-700,UAH,
14/09/2017,Наличные,From 'Гривна',700,UAH,700,UAH,
14/09/2017,Наличные,Кафе,-75,UAH,-75,UAH,
14/09/2017,Пумб,Еда,-108,UAH,-108,UAH,
15/09/2017,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
15/09/2017,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
15/09/2017,Наличные,To 'Гривна',-2 347,UAH,-2 347,UAH,
15/09/2017,Гривна,From 'Наличные',2 347,UAH,2 347,UAH,
16/09/2017,Наличные,Booze,-50,UAH,-50,UAH,
16/09/2017,Наличные,Транспорт,-5,UAH,-5,UAH,
16/09/2017,Наличные,Кафе,-250,UAH,-250,UAH,
17/09/2017,Наличные,Транспорт,-5,UAH,-5,UAH,
17/09/2017,Наличные,Транспорт,-5,UAH,-5,UAH,
18/09/2017,ПриватБанк,Жилье,-1 224,UAH,-1 224,UAH,
18/09/2017,ПриватБанк,Интернет,-500,UAH,-500,UAH,
18/09/2017,ПриватБанк,To 'Наличные',-3 640,UAH,-3 640,UAH,
18/09/2017,Наличные,From 'ПриватБанк',3 640,UAH,3 640,UAH,
18/09/2017,Пумб,Кафе,-66,UAH,-66,UAH,
19/09/2017,Наличные,Электроника,-2 070,UAH,-2 070,UAH,
19/09/2017,Наличные,Кафе,-400,UAH,-400,UAH,
19/09/2017,Наличные,Кафе,-90,UAH,-90,UAH,
20/09/2017,Наличные,Транспорт,-10,UAH,-10,UAH,
20/09/2017,Пумб,Кафе,-66,UAH,-66,UAH,
21/09/2017,Наличные,Транспорт,-8,UAH,-8,UAH,
21/09/2017,Наличные,Еда,-120,UAH,-120,UAH,
21/09/2017,Пумб,Кафе,-78,UAH,-78,UAH,
21/09/2017,Наличные,Booze,-42,UAH,-42,UAH,
21/09/2017,Пумб,Еда,-85,UAH,-85,UAH,
21/09/2017,Cash,To 'Гривна',-1 000,USD,-26 000,UAH,
21/09/2017,Гривна,From 'Cash',26 000,UAH,26 000,UAH,
21/09/2017,Наличные,Другое,-149,UAH,-149,UAH,
21/09/2017,Гривна,To 'Наличные',-1 200,UAH,-1 200,UAH,
21/09/2017,Наличные,From 'Гривна',1 200,UAH,1 200,UAH,
22/09/2017,Наличные,Электроника,-1 710,UAH,-1 710,UAH,
22/09/2017,Пумб,Кафе,-83,UAH,-83,UAH,
23/09/2017,Dollar,To 'Cash',-1 000,USD,-26 000,UAH,
23/09/2017,Cash,From 'Dollar',1 000,USD,26 000,UAH,
23/09/2017,Cash,To 'Гривна',-800,USD,-20 880,UAH,
23/09/2017,Гривна,From 'Cash',20 880,UAH,20 880,UAH,
23/09/2017,Гривна,To 'Наличные',-880,UAH,-880,UAH,
23/09/2017,Наличные,From 'Гривна',880,UAH,880,UAH,
23/09/2017,Гривна,Отдых,-35 925,UAH,-35 925,UAH,
23/09/2017,Гривна,To 'Наличные',-75,UAH,-75,UAH,
23/09/2017,Наличные,From 'Гривна',75,UAH,75,UAH,
23/09/2017,Пумб,Еда,-446,UAH,-446,UAH,
23/09/2017,Наличные,Еда,-96,UAH,-96,UAH,
23/09/2017,Наличные,Кафе,-306,UAH,-306,UAH,
25/09/2017,Наличные,Электроника,-1 700,UAH,-1 700,UAH,
25/09/2017,Пумб,Кафе,-73,UAH,-73,UAH,
26/09/2017,Гривна,Жена,-4 000,UAH,-4 000,UAH,
26/09/2017,ПриватБанк,Жилье,-56,UAH,-56,UAH,
26/09/2017,Наличные,Транспорт,-13,UAH,-13,UAH,
26/09/2017,Пумб,Еда,-241,UAH,-241,UAH,
26/09/2017,Пумб,Кафе,-62,UAH,-62,UAH,
26/09/2017,Пумб,Кафе,-144,UAH,-144,UAH,
27/09/2017,Наличные,Транспорт,-12,UAH,-12,UAH,
27/09/2017,Пумб,Кафе,-81,UAH,-81,UAH,
27/09/2017,Пумб,Топливо,-1 067,UAH,-1 067,UAH,
28/09/2017,Пумб,Зарплата,1 236,UAH,1 236,UAH,
28/09/2017,Пумб,Кафе,-81,UAH,-81,UAH,
28/09/2017,Пумб,Еда,-153,UAH,-153,UAH,
29/09/2017,Наличные,Транспорт,-13,UAH,-13,UAH,
29/09/2017,Пумб,Кафе,-83,UAH,-83,UAH,
29/09/2017,Наличные,Кафе,-107,UAH,-107,UAH,
29/09/2017,Пумб,Booze,-52,UAH,-52,UAH,
30/09/2017,Dollar,To 'Cash',-500,USD,-13 050,UAH,
30/09/2017,Cash,From 'Dollar',500,USD,13 050,UAH,
30/09/2017,Cash,To 'Гривна',-500,USD,-13 000,UAH,
30/09/2017,Гривна,From 'Cash',13 000,UAH,13 000,UAH,
30/09/2017,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
30/09/2017,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
30/09/2017,Наличные,Стрижка,-75,UAH,-75,UAH,
